,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
5800384,NRA 0045,C106996,,Parkinson Disease,MESH:D010300,,DRD1,4.15,,8558425
5801757,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,GPX1,18.57,,15824117
5801758,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,HGF,18.57,,16791285
5801759,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,HMOX1,18.57,,21318773
5801760,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,IL6,18.57,,21318773
5801761,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,PPARGC1A,18.57,,30236862
5801762,NSC 23766,C487513,,Parkinson Disease,MESH:D010300,,TNF,18.57,,21318773
5802360,NSC305787,C570896,,Parkinson Disease,MESH:D010300,,DDIT4,8.43,,17005863
5802361,NSC305787,C570896,,Parkinson Disease,MESH:D010300,,HMOX1,8.43,,21318773
5802362,NSC305787,C570896,,Parkinson Disease,MESH:D010300,,HSPA1A,8.43,,15585408
5803662,NSC668394,C570897,,Parkinson Disease,MESH:D010300,,DDIT4,3.52,,17005863
5803663,NSC668394,C570897,,Parkinson Disease,MESH:D010300,,EDN1,3.52,,19276553
5803664,NSC668394,C570897,,Parkinson Disease,MESH:D010300,,HMOX1,3.52,,21318773
5807823,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,CEACAM6,4.07,,25475535
5807824,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,DDC,4.07,,11445284|2969953
5807825,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,DDIT4,4.07,,17005863
5807826,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,EDN1,4.07,,19276553
5807827,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,ENO2,4.07,,30236862
5807828,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,GSTA4,4.07,,16510128
5807829,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,HMOX1,4.07,,21318773
5807830,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,IGF2R,4.07,,19276553
5807831,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,MAP2,4.07,,30236862
5807832,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,MAP3K5,4.07,,21815648
5807833,NSC 689534,C558013,,Parkinson Disease,MESH:D010300,,NGF,4.07,,19276553
5808764,NSC73306,C511311,,Parkinson Disease,MESH:D010300,,ABCB1,4.46,,20558393
5809960,NT020 formula,C522862,,Parkinson Disease,MESH:D010300,,GDNF,6.25,,11031079|16324109
5809961,NT020 formula,C522862,,Parkinson Disease,MESH:D010300,,HMOX1,6.25,,21318773
5810178,NT157 compound,C000622270,,Parkinson Disease,MESH:D010300,,IGF1R,4.31,,19276553
5810437,N-tert-butylisoquine,C540176,,Parkinson Disease,MESH:D010300,,CYP2D6,5.09,,14991823|15174030
5811006,n-tetradecane,C024713,629-59-4,Parkinson Disease,MESH:D010300,,IL6,4.99,,21318773
5811007,n-tetradecane,C024713,629-59-4,Parkinson Disease,MESH:D010300,,TNF,4.99,,21318773
5812380,nutlin 3,C482205,,Parkinson Disease,MESH:D010300,,ABCB1,8.12,,20558393
5812381,nutlin 3,C482205,,Parkinson Disease,MESH:D010300,,EDN1,8.12,,19276553
5812382,nutlin 3,C482205,,Parkinson Disease,MESH:D010300,,GPX1,8.12,,15824117
5813201,NVP ABE171,C451724,,Parkinson Disease,MESH:D010300,,TNF,3.11,,21318773
5813449,NVP ADW742,C502355,,Parkinson Disease,MESH:D010300,,IGF1R,4.31,,19276553
5813846,NVP-AEW541,C501177,,Parkinson Disease,MESH:D010300,,IGF1R,3.81,,19276553
5815946,NVP-BKM120,C571178,,Parkinson Disease,MESH:D010300,,ENO2,2.48,,30236862
5815947,NVP-BKM120,C571178,,Parkinson Disease,MESH:D010300,,HSPA1A,2.48,,15585408
5815948,NVP-BKM120,C571178,,Parkinson Disease,MESH:D010300,,KCNJ4,2.48,,18619942
5816536,NVP-BSK805,C553194,,Parkinson Disease,MESH:D010300,,ABCB1,4.01,,20558393
5816898,NVP-TAE684,C516714,,Parkinson Disease,MESH:D010300,,HGF,3.88,,16791285
5817199,nylestriol,C010722,,Parkinson Disease,MESH:D010300,,EDN1,7.63,,19276553
5817200,nylestriol,C010722,,Parkinson Disease,MESH:D010300,,IL6,7.63,,21318773
5817973,nymphayol,C000594859,,Parkinson Disease,MESH:D010300,,EDN1,9.91,,19276553
5817974,nymphayol,C000594859,,Parkinson Disease,MESH:D010300,,IL6,9.91,,21318773
5817975,nymphayol,C000594859,,Parkinson Disease,MESH:D010300,,TNF,9.91,,21318773
5818841,Nystatin,D009761,1400-61-9,Parkinson Disease,MESH:D010300,,CP,5.55,,19159062|25758665
5818842,Nystatin,D009761,1400-61-9,Parkinson Disease,MESH:D010300,,IL6,5.55,,21318773
5819710,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,BDNF,19.39,,19276553
5819711,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,GFAP,19.39,,19276553
5819712,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,IL6,19.39,,21318773
5819713,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,INS,19.39,,19276553
5819714,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,NGF,19.39,,19276553
5819715,O-1602 compound,C568537,317321-41-8,Parkinson Disease,MESH:D010300,,TNF,19.39,,21318773
5820463,"O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate",C474958,,Parkinson Disease,MESH:D010300,,SOD2,2.97,,17188257|18353766|25279756
5821437,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",C107010,,Parkinson Disease,MESH:D010300,,HMOX1,7.2,,21318773
5821438,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",C107010,,Parkinson Disease,MESH:D010300,,IL6,7.2,,21318773
5821439,"O(2)-vinyl-1-(pyrrolidin-1-yl)diazen-1-ium-1,2-diolate",C107010,,Parkinson Disease,MESH:D010300,,NQO1,7.2,,17188257
5822086,O(6)-benzylguanine,C064976,,Parkinson Disease,MESH:D010300,,ABCB1,3.09,,20558393
5823196,obacunone,C067207,751-03-1,Parkinson Disease,MESH:D010300,,IL6,3.07,,21318773
5823755,obacunone glucoside,C411188,,Parkinson Disease,MESH:D010300,,IL6,3.11,,21318773
5826600,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,CYP2D6,12.45,,14991823|15174030
5826601,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,CYP2E1,12.45,,16510128
5826602,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,FBP1,12.45,,18353766
5826603,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,GPX1,12.45,,15824117
5826604,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,GSTP1,12.45,,17190945|23721876
5826605,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,IL6,12.45,,21318773
5826606,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,MAP3K5,12.45,,21815648
5826607,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,SOD2,12.45,,17188257|18353766|25279756
5826608,obeticholic acid,C464660,,Parkinson Disease,MESH:D010300,,TNF,12.45,,21318773
5827327,Obidoxime Chloride,D009768,114-90-9,Parkinson Disease,MESH:D010300,,MAOA,3.72,,17449559
5827528,OC 144-093,C410029,,Parkinson Disease,MESH:D010300,,ABCB1,4.81,,20558393
5827971,O-(Chloroacetylcarbamoyl)fumagillol,D000077609,,Parkinson Disease,MESH:D010300,,SOD2,3.33,,17188257|18353766|25279756
5835677,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,BDNF,26.71,,19276553
5835678,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,CP,26.71,,19159062|25758665
5835679,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,CYP2E1,26.71,,16510128
5835680,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,DDIT4,26.71,,17005863
5835681,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,EDN1,26.71,,19276553
5835682,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,ENO2,26.71,,30236862
5835683,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,FBP1,26.71,,18353766
5835684,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,FGB,26.71,,23233872
5835685,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,GFAP,26.71,,19276553
5835686,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,GPX1,26.71,,15824117
5835687,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,GSTA4,26.71,,16510128
5835688,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,GSTM1,26.71,,17449559
5835689,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,GSTP1,26.71,,17190945|23721876
5835690,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,HGF,26.71,,16791285
5835691,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,HMOX1,26.71,,21318773
5835692,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,HSPA1A,26.71,,15585408
5835693,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,HSPA9,26.71,,16565515
5835694,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,IGF1R,26.71,,19276553
5835695,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,IGF2,26.71,,19276553
5835696,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,IL6,26.71,,21318773
5835697,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,INS,26.71,,19276553
5835698,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,MAOA,26.71,,17449559
5835699,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,NQO1,26.71,,17188257
5835700,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,PINK1,26.71,,17010972|21366594|22043175|24374061|25149416|30734931
5835701,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,RPL6,26.71,,18353766
5835702,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,SOD1,26.71,,15824117|16353238|21318773
5835703,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,SOD2,26.71,,17188257|18353766|25279756
5835704,ochratoxin A,C025589,303-47-9,Parkinson Disease,MESH:D010300,,TNF,26.71,,21318773
5838279,"octa-2,4,6-trienoic acid",C062198,5205-32-3,Parkinson Disease,MESH:D010300,,EDN1,4.16,,19276553
5838280,"octa-2,4,6-trienoic acid",C062198,5205-32-3,Parkinson Disease,MESH:D010300,,SOD2,4.16,,17188257|18353766|25279756
5838755,octachlorostyrene,C014138,29082-74-4,Parkinson Disease,MESH:D010300,,GSTM1,11.26,,17449559
5838756,octachlorostyrene,C014138,29082-74-4,Parkinson Disease,MESH:D010300,,HMOX1,11.26,,21318773
5838757,octachlorostyrene,C014138,29082-74-4,Parkinson Disease,MESH:D010300,,NQO1,11.26,,17188257
5839678,octanoic acid,C031492,124-07-2,Parkinson Disease,MESH:D010300,,ENO2,3.28,,30236862
5839679,octanoic acid,C031492,124-07-2,Parkinson Disease,MESH:D010300,,GFAP,3.28,,19276553
5840332,octocrylene,C088673,6197-30-4,Parkinson Disease,MESH:D010300,,INS,3.27,,19276553
5840468,Octopamine,D009655,104-14-3,Parkinson Disease,MESH:D010300,,SLC18A2,7.11,,16112329|34774656
5840469,Octopamine,D009655,104-14-3,Parkinson Disease,MESH:D010300,,SLC6A3,7.11,,16112329|16963468|19590691|9763484
5841622,Octreotide,D015282,83150-76-9,Parkinson Disease,MESH:D010300,,HMOX1,4.61,,21318773
5841623,Octreotide,D015282,83150-76-9,Parkinson Disease,MESH:D010300,,INS,4.61,,19276553
5841624,Octreotide,D015282,83150-76-9,Parkinson Disease,MESH:D010300,,TNF,4.61,,21318773
5843449,octylmethoxycinnamate,C118580,,Parkinson Disease,MESH:D010300,,BDNF,8.37,,19276553
5843450,octylmethoxycinnamate,C118580,,Parkinson Disease,MESH:D010300,,IGF1R,8.37,,19276553
5843451,octylmethoxycinnamate,C118580,,Parkinson Disease,MESH:D010300,,IGF2R,8.37,,19276553
5843452,octylmethoxycinnamate,C118580,,Parkinson Disease,MESH:D010300,,PRKN,8.37,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
5843453,octylmethoxycinnamate,C118580,,Parkinson Disease,MESH:D010300,,TH,8.37,,30236862
5844737,octylphenol,C474055,,Parkinson Disease,MESH:D010300,,TH,4.02,,30236862
5844738,octylphenol,C474055,,Parkinson Disease,MESH:D010300,,TNF,4.02,,21318773
5844981,odapipam,C075357,,Parkinson Disease,MESH:D010300,,DRD1,5.06,,8558425
5845003,O-demethyltramadol,C080580,,Parkinson Disease,MESH:D010300,,CYP2D6,4.55,,14991823|15174030
5845293,ODN2006,C000615642,,Parkinson Disease,MESH:D010300,,IL6,3.57,,21318773
5845749,oenothein B,C080077,104987-36-2,Parkinson Disease,MESH:D010300,,TNF,3.11,,21318773
5846729,Ofloxacin,D015242,82419-36-1,Parkinson Disease,MESH:D010300,,IL6,3.05,,21318773
5846730,Ofloxacin,D015242,82419-36-1,Parkinson Disease,MESH:D010300,,TNF,3.05,,21318773
5848674,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,ABCB1,15.34,,20558393
5848675,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,FGB,15.34,,23233872
5848676,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,GPX1,15.34,,15824117
5848677,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,HFE,15.34,,16824219
5848678,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,HMOX1,15.34,,21318773
5848679,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,IGF2,15.34,,19276553
5848680,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,IL6,15.34,,21318773
5848681,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,SOD1,15.34,,15824117|16353238|21318773
5848682,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,SOD2,15.34,,17188257|18353766|25279756
5848683,"Oils, Volatile",D009822,,Parkinson Disease,MESH:D010300,,TNF,15.34,,21318773
5852573,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,ABCB1,19.25,,20558393
5852574,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,CYP2E1,19.25,,16510128
5852575,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,DNM1L,19.25,,28215578
5852576,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,GPX1,19.25,,15824117
5852577,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,GSTM1,19.25,,17449559
5852578,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,GSTP1,19.25,,17190945|23721876
5852579,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,IL6,19.25,,21318773
5852580,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,MAP3K5,19.25,,21815648
5852581,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,MAPT,19.25,,19915575|20711177
5852582,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,NGF,19.25,,19276553
5852583,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,SOD1,19.25,,15824117|16353238|21318773
5852584,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,SOD2,19.25,,17188257|18353766|25279756
5852585,Okadaic Acid,D019319,78111-17-8,Parkinson Disease,MESH:D010300,,TNF,19.25,,21318773
5855659,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,ABCB1,31.17,,20558393
5855660,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,BDNF,31.17,,19276553
5855661,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,CP,31.17,,19159062|25758665
5855662,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,DRD1,31.17,,8558425
5855663,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,DRD2,31.17,,8558425
5855664,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,GFAP,31.17,,19276553
5855665,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,IL6,31.17,,21318773
5855666,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,INS,31.17,,19276553
5855667,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,MAOA,31.17,,17449559
5855668,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,MAOB,31.17,,21318773
5855669,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,MAP2,31.17,,30236862
5855670,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,MTHFR,31.17,,30726997
5855671,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,PPARGC1A,31.17,,30236862
5855672,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,SOD1,31.17,,15824117|16353238|21318773
5855673,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,TH,31.17,,30236862
5855674,Olanzapine,D000077152,,Parkinson Disease,MESH:D010300,,TNF,31.17,,21318773
5857335,olaparib,C531550,,Parkinson Disease,MESH:D010300,,IL6,4.44,,21318773
5857336,olaparib,C531550,,Parkinson Disease,MESH:D010300,,TNF,4.44,,21318773
5857973,olaquindox,C013168,,Parkinson Disease,MESH:D010300,,HMOX1,3.06,,21318773
5860522,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,CYP2E1,22.58,,16510128
5860523,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,GPX1,22.58,,15824117
5860524,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,HMOX1,22.58,,21318773
5860525,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,IL6,22.58,,21318773
5860526,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,INS,22.58,,19276553
5860527,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,INSR,22.58,,19276553
5860528,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,NQO1,22.58,,17188257
5860529,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,PINK1,22.58,,17010972|21366594|22043175|24374061|25149416|30734931
5860530,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,SOD1,22.58,,15824117|16353238|21318773
5860531,Oleanolic Acid,D009828,508-02-1,Parkinson Disease,MESH:D010300,,TNF,22.58,,21318773
5861601,oleanolic acid 3-acetate,C052658,4339-72-4,Parkinson Disease,MESH:D010300,,IL6,6.75,,21318773
5861602,oleanolic acid 3-acetate,C052658,4339-72-4,Parkinson Disease,MESH:D010300,,TNF,6.75,,21318773
5864799,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,CYP2E1,23.11,,16510128
5864800,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,DNM1L,23.11,,28215578
5864801,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,EDN1,23.11,,19276553
5864802,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,HMOX1,23.11,,21318773
5864803,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,IL6,23.11,,21318773
5864804,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,INS,23.11,,19276553
5864805,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,INSR,23.11,,19276553
5864806,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,PINK1,23.11,,17010972|21366594|22043175|24374061|25149416|30734931
5864807,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,PPARGC1A,23.11,,30236862
5864808,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,SLC6A3,23.11,,16112329|16963468|19590691|9763484
5864809,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,SOD1,23.11,,15824117|16353238|21318773
5864810,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,SOD2,23.11,,17188257|18353766|25279756
5864811,Oleic Acid,D019301,112-80-1,Parkinson Disease,MESH:D010300,,TNF,23.11,,21318773
5866753,oleoyl-estrone,C108709,,Parkinson Disease,MESH:D010300,,INSR,6.93,,19276553
5866754,oleoyl-estrone,C108709,,Parkinson Disease,MESH:D010300,,TH,6.93,,30236862
5866755,oleoyl-estrone,C108709,,Parkinson Disease,MESH:D010300,,TNF,6.93,,21318773
5867111,oleoylethanolamide,C488250,,Parkinson Disease,MESH:D010300,,INSR,3.84,,19276553
5868052,oleuropein,C002769,32619-42-4,Parkinson Disease,MESH:D010300,,TNF,2.6,,21318773
5869094,Oligodeoxyribonucleotides,D009838,,Parkinson Disease,MESH:D010300,,IL6,10.35,,21318773
5869095,Oligodeoxyribonucleotides,D009838,,Parkinson Disease,MESH:D010300,,SOD1,10.35,,15824117|16353238|21318773
5869096,Oligodeoxyribonucleotides,D009838,,Parkinson Disease,MESH:D010300,,TNF,10.35,,21318773
5869666,oligofructose,C120489,,Parkinson Disease,MESH:D010300,,GSTA4,4.9,,16510128
5869802,oligomycin A,C031004,579-13-5,Parkinson Disease,MESH:D010300,,PINK1,7.44,,17010972|21366594|22043175|24374061|25149416|30734931
5869803,oligomycin A,C031004,579-13-5,Parkinson Disease,MESH:D010300,,PRKN,7.44,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
5870734,Oligomycins,D009840,,Parkinson Disease,MESH:D010300,,HSPA1A,9.52,,15585408
5870735,Oligomycins,D009840,,Parkinson Disease,MESH:D010300,,PRKN,9.52,,12588799|15198987|15882845|16573651|17010972|19946270|22043175|22841634|23628791|24582596|25149416|25631236|28284907
5870736,Oligomycins,D009840,,Parkinson Disease,MESH:D010300,,SOD2,9.52,,17188257|18353766|25279756
5870737,Oligomycins,D009840,,Parkinson Disease,MESH:D010300,,TNF,9.52,,21318773
5871567,Oligopeptides,D009842,,Parkinson Disease,MESH:D010300,,TNF,2.61,,21318773
5872245,Oligoribonucleotides,D009843,,Parkinson Disease,MESH:D010300,,IL6,6.4,,21318773
5872246,Oligoribonucleotides,D009843,,Parkinson Disease,MESH:D010300,,TNF,6.4,,21318773
5872922,Oligosaccharides,D009844,,Parkinson Disease,MESH:D010300,,INS,8.27,,19276553
5872923,Oligosaccharides,D009844,,Parkinson Disease,MESH:D010300,,INSR,8.27,,19276553
5872924,Oligosaccharides,D009844,,Parkinson Disease,MESH:D010300,,PPARGC1A,8.27,,30236862
5874385,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,DDIT4,12.04,,17005863
5874386,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,FGB,12.04,,23233872
5874387,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,GSTA4,12.04,,16510128
5874388,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,INSR,12.04,,19276553
5874389,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,PPARGC1A,12.04,,30236862
5874390,Olive Oil,D000069463,,Parkinson Disease,MESH:D010300,,TNF,12.04,,21318773
5874703,olivetol,C016630,500-66-3,Parkinson Disease,MESH:D010300,,CYP2D6,4.75,,14991823|15174030
5875535,olmesartan,C437965,,Parkinson Disease,MESH:D010300,,EDN1,4.82,,19276553
5875536,olmesartan,C437965,,Parkinson Disease,MESH:D010300,,IL6,4.82,,21318773
5876881,Olmesartan Medoxomil,D000068557,,Parkinson Disease,MESH:D010300,,EDN1,10.24,,19276553
5876882,Olmesartan Medoxomil,D000068557,,Parkinson Disease,MESH:D010300,,HMOX1,10.24,,21318773
5876883,Olmesartan Medoxomil,D000068557,,Parkinson Disease,MESH:D010300,,IL6,10.24,,21318773
5876884,Olmesartan Medoxomil,D000068557,,Parkinson Disease,MESH:D010300,,TNF,10.24,,21318773
5877302,olodaterol,C549647,,Parkinson Disease,MESH:D010300,,EDN1,4.42,,19276553
5877833,Olopatadine Hydrochloride,D000069605,,Parkinson Disease,MESH:D010300,,TNF,3.22,,21318773
5877984,olprinone,C059498,119615-63-3,Parkinson Disease,MESH:D010300,,HMOX1,3.63,,21318773
5879029,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,ABCB1,16.88,,20558393
5879030,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,CYP2E1,16.88,,16510128
5879031,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,GSTA4,16.88,,16510128
5879032,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,GSTM1,16.88,,17449559
5879033,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,GSTP1,16.88,,17190945|23721876
5879034,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,NQO1,16.88,,17188257
5879035,oltipraz,C026209,64224-21-1,Parkinson Disease,MESH:D010300,,SOD2,16.88,,17188257|18353766|25279756
5879440,Omacor,C405603,,Parkinson Disease,MESH:D010300,,GPX1,7.74,,15824117
5879441,Omacor,C405603,,Parkinson Disease,MESH:D010300,,NQO1,7.74,,17188257
5879521,omadacycline,C000591640,,Parkinson Disease,MESH:D010300,,ABCB1,3.32,,20558393
5879746,omaveloxolone,C000589490,,Parkinson Disease,MESH:D010300,,NQO1,3.72,,17188257
5880346,omega-Conotoxin GVIA,D020866,92078-76-7,Parkinson Disease,MESH:D010300,,SNCA,3.95,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
5883486,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,ABCB1,15.9,,20558393
5883487,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,ALDH2,15.9,,24491970
5883488,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,CYP2D6,15.9,,14991823|15174030
5883489,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,CYP2E1,15.9,,16510128
5883490,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,FBP1,15.9,,18353766
5883491,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,GPX1,15.9,,15824117
5883492,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,GSTP1,15.9,,17190945|23721876
5883493,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,HMOX1,15.9,,21318773
5883494,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,HSPA1A,15.9,,15585408
5883495,Omeprazole,D009853,73590-58-6,Parkinson Disease,MESH:D010300,,IL6,15.9,,21318773
